,DATE,TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,UNIQUE KEY,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
175566,2017-01-14 00:00:00,1900-01-01 16:42:00,,,40.7672,-73.887825,"(40.7672, -73.887825)",82 STREET                       ,GRAND CENTRAL PARKWAY,,0,0,0,0,0,0,0,0,Alcohol Involvement,Driver Inattention/Distraction,,,,3601956,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
175635,2017-01-14 00:00:00,1900-01-01 18:40:00,MANHATTAN,10002.0,40.7092049,-73.99606120000001,"(40.7092049, -73.9960612)",SOUTH STREET                    ,CATHERINE SLIP,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,3598730,PASSENGER VEHICLE,TAXI,,,
175645,2017-01-14 00:00:00,1900-01-01 18:54:00,,,40.74106,-73.9460988,"(40.74106, -73.9460988)",,,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,Unspecified,,,3598122,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,,
175671,2017-01-14 00:00:00,1900-01-01 19:50:00,QUEENS,11355.0,40.76238920000001,-73.8146567,"(40.7623892, -73.8146567)",,,149-32    41 AVENUE                     ,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,3598001,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
175680,2017-01-14 00:00:00,1900-01-01 01:03:00,QUEENS,11368.0,40.755323100000005,-73.8699443,"(40.7553231, -73.8699443)",,,98-01     34 AVENUE                     ,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,3599767,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
175685,2017-01-14 00:00:00,1900-01-01 01:30:00,,,,,,YORK AVENUE                     ,,,0,0,0,0,0,0,0,0,Alcohol Involvement,Passing or Lane Usage Improper,,,,3598630,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
175731,2017-01-14 00:00:00,1900-01-01 22:16:00,,,40.6184698,-73.8974505,"(40.6184698, -73.8974505)",,,,0,0,0,0,0,0,0,0,Alcohol Involvement,Reaction to Other Uninvolved Vehicle,,,,3599929,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
175749,2017-01-14 00:00:00,1900-01-01 02:00:00,BROOKLYN,11212.0,40.6628331,-73.9261378,"(40.6628331, -73.9261378)",RUTLAND ROAD                    ,EAST 94 STREET,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,3598887,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
175752,2017-01-14 00:00:00,1900-01-01 02:20:00,,,,,,PROSPECT PARK WEST              ,PRITCHARD SQUARE,,1,0,0,0,0,0,1,0,Alcohol Involvement,,,,,3597859,PASSENGER VEHICLE,,,,
175767,2017-01-14 00:00:00,1900-01-01 03:18:00,,,40.627564899999996,-74.0412657,"(40.6275649, -74.0412657)",,,,0,0,0,0,0,0,0,0,Alcohol Involvement,,,,,3599238,SPORT UTILITY / STATION WAGON,,,,
175772,2017-01-14 00:00:00,1900-01-01 03:45:00,,,40.666,-73.99578000000001,"(40.666, -73.99578)",,,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,3597860,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
175782,2017-01-14 00:00:00,1900-01-01 04:55:00,MANHATTAN,10065.0,40.7672346,-73.96453079999999,"(40.7672346, -73.9645308)",LEXINGTON AVENUE                ,EAST 67 STREET,,1,0,0,0,0,0,1,0,Alcohol Involvement,Unspecified,,,,3598637,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
175786,2017-01-14 00:00:00,1900-01-01 05:00:00,STATEN ISLAND,10301.0,40.611830700000006,-74.1099992,"(40.6118307, -74.1099992)",,,338       LITTLE CLOVE ROAD             ,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,3599021,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
175813,2017-01-14 00:00:00,1900-01-01 08:30:00,MANHATTAN,10016.0,40.7437832,-73.97350759999999,"(40.7437832, -73.9735076)",1 AVENUE                        ,EAST 34 STREET,,1,0,1,0,0,0,0,0,Alcohol Involvement,,,,,3597865,SPORT UTILITY / STATION WAGON,,,,
176234,2017-01-13 00:00:00,1900-01-01 01:11:00,BROOKLYN,11207.0,40.6672833,-73.8985498,"(40.6672833, -73.8985498)",WILLIAMS AVENUE                 ,BLAKE AVENUE,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,3597954,PICK-UP TRUCK,PASSENGER VEHICLE,,,
176238,2017-01-13 00:00:00,1900-01-01 01:50:00,,,,,,43 STREET                       ,,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,Unspecified,,,3597802,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
176331,2017-01-13 00:00:00,1900-01-01 04:30:00,,,,,,ATLANTIC AVENUE                 ,LINWOOD STREET,,0,0,0,0,0,0,0,0,Alcohol Involvement,,,,,3597946,SPORT UTILITY / STATION WAGON,,,,
176340,2017-01-13 00:00:00,1900-01-01 06:11:00,QUEENS,11106.0,40.7606579,-73.94330190000001,"(40.7606579, -73.9433019)",37 AVENUE                       ,VERNON BOULEVARD,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,Unspecified,Unspecified,,3598073,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,
176451,2017-01-12 00:00:00,1900-01-01 00:23:00,BRONX,10460.0,40.841521,-73.8745935,"(40.841521, -73.8745935)",EAST 180 STREET                 ,BRONX PARK AVENUE,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,Unspecified,Unspecified,Unspecified,3597623,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE
176734,2017-01-12 00:00:00,1900-01-01 17:25:00,BROOKLYN,11225.0,40.6649477,-73.94261180000001,"(40.6649477, -73.9426118)",KINGSTON AVENUE                 ,MONTGOMERY STREET,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,Unspecified,,,3598015,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,
176853,2017-01-12 00:00:00,1900-01-01 01:48:00,QUEENS,11412.0,40.6995492,-73.76435570000001,"(40.6995492, -73.7643557)",HANNIBAL STREET                 ,LEWISTON AVENUE,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,Unspecified,,,3596889,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
176876,2017-01-12 00:00:00,1900-01-01 20:45:00,QUEENS,11357.0,40.781291499999995,-73.8141997,"(40.7812915, -73.8141997)",150 STREET                      ,20 AVENUE,,1,0,0,0,0,0,2,0,Alcohol Involvement,Alcohol Involvement,Unspecified,Unspecified,,3597268,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,
176938,2017-01-12 00:00:00,1900-01-01 04:30:00,QUEENS,11101.0,40.7431952,-73.9367235,"(40.7431952, -73.9367235)",30 PLACE                        ,47 AVENUE,,1,0,0,0,0,0,1,0,Alcohol Involvement,Unspecified,Unspecified,,,3597246,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
176963,2017-01-12 00:00:00,1900-01-01 06:38:00,BRONX,10455.0,40.816885,-73.9106413,"(40.816885, -73.9106413)",,,647       EAGLE AVENUE                  ,1,0,0,0,0,0,1,0,Alcohol Involvement,Unspecified,,,,3597301,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
177411,2017-01-11 00:00:00,1900-01-01 19:30:00,,,,,,74 STREET                       ,GRAND AVENUE,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,3596861,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
177412,2017-01-11 00:00:00,1900-01-01 19:30:00,,,40.62036,-74.1317,"(40.62036, -74.1317)",MAINE AVENUE                    ,JEWETT AVENUE,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,3603863,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
177449,2017-01-11 00:00:00,1900-01-01 20:55:00,,,40.66147,-73.98613,"(40.66147, -73.98613)",7 AVENUE                        ,,,1,0,0,0,0,0,1,0,Alcohol Involvement,Unspecified,,,,3596597,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
177511,2017-01-11 00:00:00,1900-01-01 23:50:00,BROOKLYN,11225.0,,,,,,288       MAPLE STREET                  ,0,0,0,0,0,0,0,0,Alcohol Involvement,Driver Inattention/Distraction,,,,3596639,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
177519,2017-01-11 00:00:00,1900-01-01 03:30:00,,,40.65794,-73.90774499999999,"(40.65794, -73.907745)",ROCKAWAY AVENUE                 ,,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,3617599,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
177558,2017-01-11 00:00:00,1900-01-01 07:00:00,,,,,,BARBEY STREET                   ,,,0,0,0,0,0,0,0,0,Alcohol Involvement,,,,,3596186,SPORT UTILITY / STATION WAGON,,,,
177692,2017-01-10 00:00:00,1900-01-01 00:10:00,,,,,,HEMPSTEAD AVENUE                ,CROSS ISLAND PARKWAY,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,3595475,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
178031,2017-01-10 00:00:00,1900-01-01 20:00:00,BROOKLYN,11207.0,40.668789000000004,-73.888382,"(40.668789, -73.888382)",BLAKE AVENUE                    ,HENDRIX STREET,,0,0,0,0,0,0,0,0,Alcohol Involvement,Failure to Yield Right-of-Way,,,,3596065,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
178078,2017-01-10 00:00:00,1900-01-01 22:25:00,BRONX,10451.0,40.8185601,-73.9273161,"(40.8185601, -73.9273161)",EAST 149 STREET                 ,GRAND CONCOURSE,,1,0,0,0,0,0,1,0,Alcohol Involvement,,,,,3596715,PASSENGER VEHICLE,,,,
178596,2017-01-09 00:00:00,1900-01-01 18:01:00,BROOKLYN,11223.0,40.597930700000006,-73.98549179999999,"(40.5979307, -73.9854918)",STILLWELL AVENUE                ,AVENUE T,,0,0,0,0,0,0,0,0,Alcohol Involvement,Following Too Closely,,,,3595863,PASSENGER VEHICLE,,,,
178658,2017-01-09 00:00:00,1900-01-01 01:35:00,QUEENS,11377.0,40.758059700000004,-73.8971915,"(40.7580597, -73.8971915)",31 AVENUE                       ,70 STREET,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,3595019,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
178680,2017-01-09 00:00:00,1900-01-01 21:00:00,,,,,,JEROME STREET                   ,,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,3595227,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
178702,2017-01-09 00:00:00,1900-01-01 23:00:00,BROOKLYN,11209.0,40.616881400000004,-74.0263303,"(40.6168814, -74.0263303)",,,144       GATLING PLACE                 ,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,3595817,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
178866,2017-01-09 00:00:00,1900-01-01 09:00:00,,,,,,ROCKLAND AVENUE                 ,SHIRRA AVENUE,,0,0,0,0,0,0,0,0,Alcohol Involvement,Alcohol Involvement,,,,3595914,PASSENGER VEHICLE,PICK-UP TRUCK,,,
179054,2017-01-08 00:00:00,1900-01-01 15:30:00,BROOKLYN,11216.0,40.6765727,-73.9443035,"(40.6765727, -73.9443035)",BROOKLYN AVENUE                 ,DEAN STREET,,1,0,0,0,1,0,0,0,Alcohol Involvement,Unspecified,,,,3594960,PASSENGER VEHICLE,BICYCLE,,,
179232,2017-01-08 00:00:00,1900-01-01 23:55:00,,,,,,PELHAM PARKWAY NORTH            ,WILLIAMSBRIDGE ROAD,,5,0,0,0,0,0,5,0,Alcohol Involvement,Unspecified,,,,3594817,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
179238,2017-01-08 00:00:00,1900-01-01 02:30:00,,,,,,,,6 AVENUE                                ,3,0,0,0,0,0,3,0,Alcohol Involvement,Unspecified,,,,3595277,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
179243,2017-01-08 00:00:00,1900-01-01 04:15:00,,,,,,,,,0,0,0,0,0,0,0,0,Alcohol Involvement,,,,,3595571,PASSENGER VEHICLE,,,,
180015,2017-01-07 00:00:00,1900-01-01 01:13:00,QUEENS,11372.0,40.7477341,-73.8829986,"(40.7477341, -73.8829986)",83 STREET                       ,ROOSEVELT AVENUE,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,3595024,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
180017,2017-01-07 00:00:00,1900-01-01 01:25:00,,,,,,31 STREET                       ,,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,3594233,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
180022,2017-01-07 00:00:00,1900-01-01 01:50:00,,,,,,,,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,3593706,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
180078,2017-01-07 00:00:00,1900-01-01 21:50:00,BROOKLYN,11224.0,40.574869799999995,-74.0006767,"(40.5748698, -74.0006767)",WEST 35 STREET                  ,MERMAID AVENUE,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,3594133,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
180112,2017-01-07 00:00:00,1900-01-01 02:48:00,STATEN ISLAND,10304.0,40.619806700000005,-74.0845598,"(40.6198067, -74.0845598)",TARGEE STREET                   ,LAUREL AVENUE,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,Unspecified,Unspecified,,3594733,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
180121,2017-01-07 00:00:00,1900-01-01 03:50:00,,,,,,WEST 207 STREET                 ,,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,3594945,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
180130,2017-01-07 00:00:00,1900-01-01 04:55:00,QUEENS,11372.0,40.747369799999994,-73.8865253,"(40.7473698, -73.8865253)",,,79-09     ROOSEVELT AVENUE              ,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,3595035,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
180134,2017-01-07 00:00:00,1900-01-01 05:15:00,,,40.722499,-73.940404,"(40.722499, -73.940404)",,,,1,0,0,0,0,0,1,0,Alcohol Involvement,,,,,3593912,PASSENGER VEHICLE,,,,
180136,2017-01-07 00:00:00,1900-01-01 05:30:00,BRONX,10469.0,40.8814391,-73.8487484,"(40.8814391, -73.8487484)",EAST 222 STREET                 ,EASTCHESTER ROAD,,1,0,0,0,0,0,1,0,Alcohol Involvement,Unspecified,,,,3593982,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
180143,2017-01-07 00:00:00,1900-01-01 06:20:00,,,,,,5 AVENUE                        ,,,1,0,1,0,0,0,0,0,Alcohol Involvement,,,,,3596472,SPORT UTILITY / STATION WAGON,,,,
180564,2017-01-06 00:00:00,1900-01-01 01:51:00,,,40.5348132,-74.19410740000001,"(40.5348132, -74.1941074)",,,,0,0,0,0,0,0,0,0,Alcohol Involvement,,,,,3593688,SPORT UTILITY / STATION WAGON,,,,
180619,2017-01-06 00:00:00,1900-01-01 23:00:00,MANHATTAN,10010.0,40.7366827,-73.9745497,"(40.7366827, -73.9745497)",,,24-50     FDR DRIVE                     ,0,0,0,0,0,0,0,0,Alcohol Involvement,,,,,3593885,SPORT UTILITY / STATION WAGON,,,,
180622,2017-01-06 00:00:00,1900-01-01 23:11:00,,,,,,EAST 116 STREET                 ,,,1,0,0,0,0,0,1,0,Alcohol Involvement,Unspecified,,,,3593369,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
180638,2017-01-06 00:00:00,1900-01-01 03:15:00,QUEENS,11694.0,40.5756062,-73.8417483,"(40.5756062, -73.8417483)",BEACH 123 STREET                ,OCEAN PROMENADE,,0,0,0,0,0,0,0,0,Alcohol Involvement,,,,,3593050,SPORT UTILITY / STATION WAGON,,,,
180676,2017-01-06 00:00:00,1900-01-01 06:40:00,BRONX,10456.0,40.835412700000006,-73.91538670000001,"(40.8354127, -73.9153867)",EAST 168 STREET                 ,SHERIDAN AVENUE,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,3592987,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
180995,2017-01-05 00:00:00,1900-01-01 15:13:00,,,,,,FULTON STREET                   ,,,0,0,0,0,0,0,0,0,Alcohol Involvement,Driver Inattention/Distraction,,,,3594006,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
181021,2017-01-05 00:00:00,1900-01-01 16:00:00,,,,,,LIVERPOOL STREET                ,,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,Unspecified,,,3593599,SPORT UTILITY / STATION WAGON,TAXI,PASSENGER VEHICLE,,
181045,2017-01-05 00:00:00,1900-01-01 16:40:00,QUEENS,11377.0,40.7370126,-73.8999231,"(40.7370126, -73.8999231)",65 PLACE                        ,50 AVENUE,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,3599235,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
181125,2017-01-05 00:00:00,1900-01-01 19:00:00,QUEENS,11433.0,40.7025999,-73.7816783,"(40.7025999, -73.7816783)",,,173-55    106 AVENUE                    ,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,3593057,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
181144,2017-01-05 00:00:00,1900-01-01 19:45:00,BROOKLYN,11207.0,40.6654523,-73.8893825,"(40.6654523, -73.8893825)",LIVONIA AVENUE                  ,MILLER AVENUE,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,3593203,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
181166,2017-01-05 00:00:00,1900-01-01 20:45:00,,,40.66478,-73.88642,"(40.66478, -73.88642)",NEW LOTS AVENUE                 ,SCHENCK AVENUE,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,3593202,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
181169,2017-01-05 00:00:00,1900-01-01 20:54:00,,,,,,BOSTON ROAD                     ,,,5,1,0,0,0,0,5,1,Alcohol Involvement,Unspecified,Unspecified,Unspecified,,3592880,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,
181207,2017-01-05 00:00:00,1900-01-01 23:15:00,,,,,,FRANCIS LEWIS BOULEVARD         ,,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,3595190,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
181218,2017-01-05 00:00:00,1900-01-01 04:05:00,,,,,,EAST 49 STREET                  ,,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,3592499,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
181394,2017-01-04 00:00:00,1900-01-01 11:35:00,MANHATTAN,10031.0,40.8257582,-73.950939,"(40.8257582, -73.950939)",WEST 144 STREET                 ,BROADWAY,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,3593265,PASSENGER VEHICLE,,,,
181740,2017-01-04 00:00:00,1900-01-01 21:45:00,,,,,,RICHMOND AVENUE                 ,RICHMOND HILL ROAD,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,3592152,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
181756,2017-01-04 00:00:00,1900-01-01 23:39:00,,,40.750397,-73.83514,"(40.750397, -73.83514)",,,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,3592540,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
181770,2017-01-04 00:00:00,1900-01-01 03:30:00,,,40.7850321,-73.9405708,"(40.7850321, -73.9405708)",,,,1,0,0,0,0,0,1,0,Alcohol Involvement,Alcohol Involvement,Unspecified,Unspecified,,3591963,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
181779,2017-01-04 00:00:00,1900-01-01 04:41:00,BROOKLYN,11211.0,40.7140581,-73.950592,"(40.7140581, -73.950592)",,,550       METROPOLITAN AVENUE           ,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,3591944,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
181860,2017-01-04 00:00:00,1900-01-01 09:00:00,BROOKLYN,11212.0,40.666331,-73.91570209999999,"(40.666331, -73.9157021)",STRAUSS STREET                  ,SUTTER AVENUE,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,3592135,PASSENGER VEHICLE,,,,
182085,2017-01-03 00:00:00,1900-01-01 14:11:00,,,40.675779999999996,-74.0014,"(40.67578, -74.0014)",HAMILTON AVENUE                 ,WEST 9 STREET,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,3601086,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
182277,2017-01-03 00:00:00,1900-01-01 18:20:00,QUEENS,11414.0,,,,CROSS BAY BOULEVARD             ,165 AVENUE,,0,0,0,0,0,0,0,0,Alcohol Involvement,,,,,3591773,TAXI,,,,
182348,2017-01-03 00:00:00,1900-01-01 01:10:00,MANHATTAN,10028.0,40.7755624,-73.950337,"(40.7755624, -73.950337)",1 AVENUE                        ,EAST 84 STREET,,1,0,0,0,0,0,1,0,Alcohol Involvement,Unspecified,Unspecified,,,3591497,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
182542,2017-01-02 00:00:00,1900-01-01 00:10:00,BROOKLYN,11203.0,40.65142,-73.93715999999999,"(40.65142, -73.93716)",CHURCH AVENUE                   ,EAST 43 STREET,,1,0,0,0,0,0,1,0,Alcohol Involvement,Unspecified,,,,3613972,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
182547,2017-01-02 00:00:00,1900-01-01 00:30:00,BROOKLYN,11211.0,40.7157016,-73.9557817,"(40.7157016, -73.9557817)",ROEBLING STREET                 ,NORTH 6 STREET,,0,0,0,0,0,0,0,0,Alcohol Involvement,,,,,3591207,PASSENGER VEHICLE,,,,
182683,2017-01-02 00:00:00,1900-01-01 15:45:00,BRONX,10455.0,40.814290500000006,-73.8997274,"(40.8142905, -73.8997274)",FOX STREET                      ,LEGGETT AVENUE,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,3591342,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
182889,2017-01-02 00:00:00,1900-01-01 22:45:00,BROOKLYN,11233.0,40.6716074,-73.9169427,"(40.6716074, -73.9169427)",SARATOGA AVENUE                 ,PARK PLACE,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,Unspecified,Unspecified,Unspecified,3596316,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE
182905,2017-01-02 00:00:00,1900-01-01 02:30:00,,,,,,BRUCKNER BOULEVARD              ,,,3,0,0,0,0,0,3,0,Alcohol Involvement,Unspecified,,,,3590931,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
182920,2017-01-02 00:00:00,1900-01-01 05:20:00,QUEENS,11377.0,40.7370126,-73.8999231,"(40.7370126, -73.8999231)",50 AVENUE                       ,65 PLACE,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,Unspecified,,,3590768,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,
182926,2017-01-02 00:00:00,1900-01-01 06:30:00,BROOKLYN,11204.0,40.6113096,-73.9745363,"(40.6113096, -73.9745363)",,,1514      DAHILL ROAD                   ,0,0,0,0,0,0,0,0,Alcohol Involvement,,,,,3591829,SPORT UTILITY / STATION WAGON,,,,
182990,2017-01-01 00:00:00,1900-01-01 00:30:00,QUEENS,11428.0,40.722315,-73.74284200000001,"(40.722315, -73.742842)",216 STREET                      ,92 AVENUE,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,3590058,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
182999,2017-01-01 00:00:00,1900-01-01 00:49:00,,,,,,31 STREET                       ,HOYT AVENUE SOUTH,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,3590752,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
183200,2017-01-01 00:00:00,1900-01-01 01:20:00,BROOKLYN,11215.0,40.673999200000004,-73.98227759999999,"(40.6739992, -73.9822776)",1 STREET                        ,5 AVENUE,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,3591220,SPORT UTILITY / STATION WAGON,MOTORCYCLE,,,
183269,2017-01-01 00:00:00,1900-01-01 23:00:00,,,,,,WEST 207 STREET                 ,,,0,0,0,0,0,0,0,0,Alcohol Involvement,Following Too Closely,Unspecified,,,3590844,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,
183315,2017-01-01 00:00:00,1900-01-01 02:50:00,QUEENS,11428.0,40.7184964,-73.73531,"(40.7184964, -73.73531)",SPRINGFIELD BOULEVARD           ,JAMAICA AVENUE,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,Unspecified,,,3590181,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,
183345,2017-01-01 00:00:00,1900-01-01 04:10:00,MANHATTAN,10034.0,40.8655927,-73.9181068,"(40.8655927, -73.9181068)",10 AVENUE                       ,ISHAM STREET,,0,0,0,0,0,0,0,0,Alcohol Involvement,Alcohol Involvement,,,,3591244,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
183355,2017-01-01 00:00:00,1900-01-01 04:30:00,BROOKLYN,11201.0,40.693489299999996,-73.9791676,"(40.6934893, -73.9791676)",ASHLAND PLACE                   ,MYRTLE AVENUE,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,3590064,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
183360,2017-01-01 00:00:00,1900-01-01 04:30:00,,,,,,GATEWAY DRIVE                   ,,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,Unspecified,,,3590318,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,
